opportunity_id,company_id,company_name,title,opportunity_type,path_id,required_skills,preferred_skills,eligible_majors,class_years,location,min_gpa,posted_date,deadline,apply_url,source
OP0098,CO022,Microsoft,Product Analyst,full_time,CP11,Product Roadmapping|User Research|SQL|Business Strategy,Public Speaking|Leadership,CS|BIT|MGT|ID,Senior,"Richmond, VA",,2026-08-03,2026-10-19,https://example.com/apply (mock),mock
OP0099,CO022,Microsoft,Associate Product Manager Intern,internship,CP11,Product Roadmapping|User Research|SQL|Business Strategy,Public Speaking|Leadership,CS|BIT|MGT|ID,Freshman|Sophomore,"Richmond, VA",,2026-08-31,2026-11-06,https://example.com/apply (mock),mock
OP0100,CO022,Microsoft,Cybersecurity Analyst Intern,internship,CP10,Network Security|Penetration Testing|Linux|Python,Cloud (AWS/Azure/GCP),CS|CPE|BIT,Sophomore|Junior,"McLean, VA",,2026-09-03,2026-11-07,https://example.com/apply (mock),mock
OP0101,CO023,Google,Backend Engineer Intern,internship,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Sophomore|Junior,"Charlotte, NC",3.5,2026-08-16,2026-10-31,https://example.com/apply (mock),mock
OP0102,CO023,Google,Software Engineer Intern,internship,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Freshman|Sophomore,"New York, NY",3.5,2026-08-10,2026-11-16,https://example.com/apply (mock),mock
OP0103,CO023,Google,Applied Scientist Intern,internship,CP03,Python|Machine Learning|Deep Learning|LLMs & AI Agents,Cloud (AWS/Azure/GCP)|System Design,CS|CPE|CMDA,Sophomore|Junior,"Mountain View, CA",3.0,2026-08-04,2026-11-11,https://example.com/apply (mock),mock
OP0104,CO023,Google,AI Engineer (New Grad),full_time,CP03,Python|Machine Learning|Deep Learning|LLMs & AI Agents,Cloud (AWS/Azure/GCP)|System Design,CS|CPE|CMDA,Senior,"Mountain View, CA",3.5,2026-09-11,2026-10-09,https://example.com/apply (mock),mock
OP0105,CO023,Google,Product Analyst,full_time,CP11,Product Roadmapping|User Research|SQL|Business Strategy,Public Speaking|Leadership,CS|BIT|MGT|ID,Senior,"Charlotte, NC",3.2,2026-08-01,2026-11-07,https://example.com/apply (mock),mock
OP0106,CO023,Google,Associate Product Manager Intern,internship,CP11,Product Roadmapping|User Research|SQL|Business Strategy,Public Speaking|Leadership,CS|BIT|MGT|ID,Sophomore|Junior,Remote,3.2,2026-08-06,2026-11-20,https://example.com/apply (mock),mock
OP0107,CO023,Google,UX Design Intern,internship,CP12,Figma|User Research|JavaScript|Public Speaking,,ID|CS|COMM,Sophomore|Junior,"Richmond, VA",3.5,2026-09-06,2026-12-10,https://example.com/apply (mock),mock
OP0108,CO024,Meta,Software Engineer I,full_time,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Senior,"McLean, VA",3.5,2026-08-20,2026-12-04,https://example.com/apply (mock),mock
OP0109,CO024,Meta,Software Engineer Intern,internship,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Sophomore|Junior,"Arlington, VA",3.5,2026-08-28,2026-11-30,https://example.com/apply (mock),mock
OP0110,CO024,Meta,Applied Scientist Intern,internship,CP03,Python|Machine Learning|Deep Learning|LLMs & AI Agents,Cloud (AWS/Azure/GCP)|System Design,CS|CPE|CMDA,Freshman|Sophomore,"Charlotte, NC",3.0,2026-09-01,2026-11-07,https://example.com/apply (mock),mock
OP0111,CO024,Meta,ML Engineer Intern,internship,CP03,Python|Machine Learning|Deep Learning|LLMs & AI Agents,Cloud (AWS/Azure/GCP)|System Design,CS|CPE|CMDA,Freshman|Sophomore,Remote,,2026-09-19,2026-10-21,https://example.com/apply (mock),mock
OP0112,CO024,Meta,Product Designer Intern,internship,CP12,Figma|User Research|JavaScript|Public Speaking,,ID|CS|COMM,Sophomore|Junior,"Arlington, VA",3.5,2026-08-10,2026-12-11,https://example.com/apply (mock),mock
OP0113,CO024,Meta,UX Design Intern,internship,CP12,Figma|User Research|JavaScript|Public Speaking,,ID|CS|COMM,Junior|Senior,"Charlotte, NC",,2026-08-16,2026-10-08,https://example.com/apply (mock),mock
OP0114,CO025,IBM,Data & AI Consulting Intern,internship,CP08,Cloud (AWS/Azure/GCP)|SQL|Spark / Databricks|Project Management,Case Interviewing|Public Speaking,BIT|CS|ISE|CMDA,Junior|Senior,"Armonk, NY",,2026-08-17,2026-10-16,https://example.com/apply (mock),mock
OP0115,CO025,IBM,Cloud Consultant Analyst,full_time,CP08,Cloud (AWS/Azure/GCP)|SQL|Spark / Databricks|Project Management,Case Interviewing|Public Speaking,BIT|CS|ISE|CMDA,Senior,"New York, NY",,2026-09-04,2026-11-29,https://example.com/apply (mock),mock
OP0116,CO025,IBM,Software Engineer I,full_time,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Senior,"New York, NY",3.0,2026-09-19,2026-10-12,https://example.com/apply (mock),mock
OP0117,CO025,IBM,Backend Engineer Intern,internship,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Freshman|Sophomore,"Arlington, VA",3.2,2026-09-07,2026-11-29,https://example.com/apply (mock),mock
OP0118,CO025,IBM,Applied Scientist Intern,internship,CP03,Python|Machine Learning|Deep Learning|LLMs & AI Agents,Cloud (AWS/Azure/GCP)|System Design,CS|CPE|CMDA,Sophomore|Junior,"Arlington, VA",3.5,2026-09-09,2026-10-22,https://example.com/apply (mock),mock
OP0119,CO026,Cisco,Cybersecurity Analyst Intern,internship,CP10,Network Security|Penetration Testing|Linux|Python,Cloud (AWS/Azure/GCP),CS|CPE|BIT,Freshman|Sophomore,"San Jose, CA",,2026-08-29,2026-12-08,https://example.com/apply (mock),mock
OP0120,CO026,Cisco,Backend Engineer Intern,internship,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Sophomore|Junior,Remote,3.5,2026-08-23,2026-10-13,https://example.com/apply (mock),mock
OP0121,CO026,Cisco,Embedded Software Intern,internship,CP16,Circuit Design|Embedded Systems|C/C++|MATLAB,,EE|CPE,Sophomore|Junior,"San Jose, CA",3.2,2026-08-17,2026-11-17,https://example.com/apply (mock),mock
OP0122,CO027,Palantir,Software Engineer Intern,internship,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Freshman|Sophomore,"Charlotte, NC",3.0,2026-09-14,2026-12-12,https://example.com/apply (mock),mock
OP0123,CO027,Palantir,Analytics Associate,full_time,CP02,Python|SQL|Statistics|Machine Learning,Data Visualization|Spark / Databricks,CMDA|CS|STAT|MATH|ECON,Senior,"New York, NY",3.2,2026-09-19,2026-11-17,https://example.com/apply (mock),mock
OP0124,CO027,Palantir,Data Scientist Intern,internship,CP02,Python|SQL|Statistics|Machine Learning,Data Visualization|Spark / Databricks,CMDA|CS|STAT|MATH|ECON,Sophomore|Junior,"Denver, CO",3.2,2026-08-21,2026-10-30,https://example.com/apply (mock),mock
OP0125,CO027,Palantir,Data & AI Consulting Intern,internship,CP08,Cloud (AWS/Azure/GCP)|SQL|Spark / Databricks|Project Management,Case Interviewing|Public Speaking,BIT|CS|ISE|CMDA,Freshman|Sophomore,"Richmond, VA",3.0,2026-08-09,2026-10-23,https://example.com/apply (mock),mock
OP0126,CO027,Palantir,Cloud Consultant Analyst,full_time,CP08,Cloud (AWS/Azure/GCP)|SQL|Spark / Databricks|Project Management,Case Interviewing|Public Speaking,BIT|CS|ISE|CMDA,Senior,"Richmond, VA",3.5,2026-08-07,2026-11-16,https://example.com/apply (mock),mock
OP0127,CO028,Lockheed Martin,Manufacturing Engineer I,full_time,CP15,CAD (SolidWorks)|MATLAB|Structural Analysis|Project Management,Technical Writing,ME|ISE,Senior,"McLean, VA",3.5,2026-09-16,2026-11-12,https://example.com/apply (mock),mock
OP0128,CO028,Lockheed Martin,Embedded Software Intern,internship,CP16,Circuit Design|Embedded Systems|C/C++|MATLAB,,EE|CPE,Junior|Senior,"Charlotte, NC",,2026-08-14,2026-11-10,https://example.com/apply (mock),mock
OP0129,CO028,Lockheed Martin,Electrical Engineering Intern,internship,CP16,Circuit Design|Embedded Systems|C/C++|MATLAB,,EE|CPE,Sophomore|Junior,"Richmond, VA",3.2,2026-09-06,2026-10-26,https://example.com/apply (mock),mock
OP0130,CO028,Lockheed Martin,Backend Engineer Intern,internship,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Sophomore|Junior,Remote,3.5,2026-09-15,2026-12-03,https://example.com/apply (mock),mock
OP0131,CO028,Lockheed Martin,Software Engineer I,full_time,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Senior,"Charlotte, NC",,2026-08-04,2026-11-18,https://example.com/apply (mock),mock
OP0132,CO028,Lockheed Martin,Cybersecurity Analyst Intern,internship,CP10,Network Security|Penetration Testing|Linux|Python,Cloud (AWS/Azure/GCP),CS|CPE|BIT,Sophomore|Junior,"Richmond, VA",3.2,2026-09-06,2026-11-19,https://example.com/apply (mock),mock
OP0133,CO028,Lockheed Martin,Security Engineer I,full_time,CP10,Network Security|Penetration Testing|Linux|Python,Cloud (AWS/Azure/GCP),CS|CPE|BIT,Senior,"New York, NY",3.2,2026-08-10,2026-11-13,https://example.com/apply (mock),mock
OP0134,CO029,Northrop Grumman,Mechanical Engineering Intern,internship,CP15,CAD (SolidWorks)|MATLAB|Structural Analysis|Project Management,Technical Writing,ME|ISE,Sophomore|Junior,"Falls Church, VA",3.5,2026-09-12,2026-10-29,https://example.com/apply (mock),mock
OP0135,CO029,Northrop Grumman,Embedded Software Intern,internship,CP16,Circuit Design|Embedded Systems|C/C++|MATLAB,,EE|CPE,Junior,"Charlotte, NC",,2026-08-02,2026-09-26,https://example.com/apply (mock),mock
OP0136,CO029,Northrop Grumman,Cyber Consulting Intern,internship,CP10,Network Security|Penetration Testing|Linux|Python,Cloud (AWS/Azure/GCP),CS|CPE|BIT,Freshman|Sophomore,"McLean, VA",,2026-08-03,2026-11-23,https://example.com/apply (mock),mock
OP0137,CO029,Northrop Grumman,Cybersecurity Analyst Intern,internship,CP10,Network Security|Penetration Testing|Linux|Python,Cloud (AWS/Azure/GCP),CS|CPE|BIT,Freshman|Sophomore,"Charlotte, NC",,2026-08-17,2026-10-14,https://example.com/apply (mock),mock
OP0138,CO029,Northrop Grumman,Software Engineer Intern,internship,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Sophomore|Junior,"New York, NY",,2026-08-01,2026-12-05,https://example.com/apply (mock),mock
OP0139,CO030,RTX,Manufacturing Engineer I,full_time,CP15,CAD (SolidWorks)|MATLAB|Structural Analysis|Project Management,Technical Writing,ME|ISE,Senior,"Arlington, VA",3.2,2026-09-01,2026-10-31,https://example.com/apply (mock),mock
OP0140,CO030,RTX,Embedded Software Intern,internship,CP16,Circuit Design|Embedded Systems|C/C++|MATLAB,,EE|CPE,Junior,Remote,,2026-09-07,2026-11-13,https://example.com/apply (mock),mock
OP0141,CO030,RTX,Electrical Engineering Intern,internship,CP16,Circuit Design|Embedded Systems|C/C++|MATLAB,,EE|CPE,Freshman|Sophomore,Remote,3.5,2026-09-19,2026-11-29,https://example.com/apply (mock),mock
OP0142,CO030,RTX,Software Engineer Intern,internship,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Freshman|Sophomore,"New York, NY",3.0,2026-09-17,2026-10-07,https://example.com/apply (mock),mock
OP0143,CO031,Leidos,Security Engineer I,full_time,CP10,Network Security|Penetration Testing|Linux|Python,Cloud (AWS/Azure/GCP),CS|CPE|BIT,Senior,"Reston, VA",3.0,2026-08-22,2026-11-02,https://example.com/apply (mock),mock
OP0144,CO031,Leidos,Cybersecurity Analyst Intern,internship,CP10,Network Security|Penetration Testing|Linux|Python,Cloud (AWS/Azure/GCP),CS|CPE|BIT,Freshman|Sophomore,"Reston, VA",3.0,2026-08-06,2026-10-07,https://example.com/apply (mock),mock
OP0145,CO031,Leidos,Backend Engineer Intern,internship,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Junior,"New York, NY",3.2,2026-08-18,2026-11-06,https://example.com/apply (mock),mock
OP0146,CO031,Leidos,Software Engineer I,full_time,CP01,Data Structures & Algorithms|Python|Java|Git,System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Senior,"McLean, VA",3.0,2026-08-01,2026-10-31,https://example.com/apply (mock),mock
OP0147,CO031,Leidos,Analytics Associate,full_time,CP02,Python|SQL|Statistics|Machine Learning,Data Visualization|Spark / Databricks,CMDA|CS|STAT|MATH|ECON,Senior,"Reston, VA",3.2,2026-08-27,2026-12-02,https://example.com/apply (mock),mock
OP0148,CO032,General Dynamics,Mechanical Engineering Intern,internship,CP15,CAD (SolidWorks)|MATLAB|Structural Analysis|Project Management,Technical Writing,ME|ISE,Junior,"Arlington, VA",3.2,2026-08-07,2026-11-07,https://example.com/apply (mock),mock
OP0149,CO032,General Dynamics,Manufacturing Engineer I,full_time,CP15,CAD (SolidWorks)|MATLAB|Structural Analysis|Project Management,Technical Writing,ME|ISE,Senior,Remote,3.5,2026-09-10,2026-12-07,https://example.com/apply (mock),mock
OP0150,CO032,General Dynamics,Embedded Software Intern,internship,CP16,Circuit Design|Embedded Systems|C/C++|MATLAB,,EE|CPE,Junior,"Arlington, VA",3.5,2026-08-31,2026-10-09,https://example.com/apply (mock),mock
OP0151,CO032,General Dynamics,Electrical Engineering Intern,internship,CP16,Circuit Design|Embedded Systems|C/C++|MATLAB,,EE|CPE,Junior|Senior,"McLean, VA",3.2,2026-08-06,2026-12-15,https://example.com/apply (mock),mock
OP0152,CO032,General Dynamics,Cyber Consulting Intern,internship,CP10,Network Security|Penetration Testing|Linux|Python,Cloud (AWS/Azure/GCP),CS|CPE|BIT,Junior|Senior,"McLean, VA",,2026-08-15,2026-09-30,https://example.com/apply (mock),mock
OP0153,CO032,General Dynamics,Security Engineer I,full_time,CP10,Network Security|Penetration Testing|Linux|Python,Cloud (AWS/Azure/GCP),CS|CPE|BIT,Senior,Remote,3.2,2026-09-02,2026-12-13,https://example.com/apply (mock),mock
OP0154,CO033,Collins Aerospace,Manufacturing Engineer I,full_time,CP15,CAD (SolidWorks)|MATLAB|Structural Analysis|Project Management,Technical Writing,ME|ISE,Senior,"McLean, VA",3.2,2026-08-06,2026-09-30,https://example.com/apply (mock),mock
OP0155,CO033,Collins Aerospace,Embedded Software Intern,internship,CP16,Circuit Design|Embedded Systems|C/C++|MATLAB,,EE|CPE,Freshman|Sophomore,Remote,3.2,2026-09-08,2026-12-04,https://example.com/apply (mock),mock
OP0156,CO034,Volvo Group,Manufacturing Engineer I,full_time,CP15,CAD (SolidWorks)|MATLAB|Structural Analysis|Project Management,Technical Writing,ME|ISE,Senior,"Richmond, VA",3.5,2026-08-06,2026-12-06,https://example.com/apply (mock),mock
OP0157,CO034,Volvo Group,Mechanical Engineering Intern,internship,CP15,CAD (SolidWorks)|MATLAB|Structural Analysis|Project Management,Technical Writing,ME|ISE,Freshman|Sophomore,Remote,3.0,2026-08-17,2026-11-30,https://example.com/apply (mock),mock
OP0158,CO034,Volvo Group,Supply Chain Analyst Intern,internship,CP13,Supply Chain Analytics|Excel Modeling|SQL|Project Management,Tableau / Power BI,ISE|MGT|BIT,Sophomore|Junior,Remote,3.2,2026-08-13,2026-12-04,https://example.com/apply (mock),mock
OP0159,CO035,Dominion Energy,Electrical Engineering Intern,internship,CP16,Circuit Design|Embedded Systems|C/C++|MATLAB,,EE|CPE,Junior|Senior,"Arlington, VA",3.2,2026-08-30,2026-11-15,https://example.com/apply (mock),mock
OP0160,CO035,Dominion Energy,Civil Engineering Intern,internship,CP17,Structural Analysis|CAD (SolidWorks)|Project Management|Technical Writing,,CEE,Junior,"Richmond, VA",,2026-08-17,2026-11-29,https://example.com/apply (mock),mock
OP0161,CO035,Dominion Energy,Field Engineer Intern,internship,CP17,Structural Analysis|CAD (SolidWorks)|Project Management|Technical Writing,,CEE,Junior|Senior,"Richmond, VA",,2026-09-13,2026-10-18,https://example.com/apply (mock),mock
OP0162,CO035,Dominion Energy,Data Analyst Intern,internship,CP02,Python|SQL|Statistics|Machine Learning,Data Visualization|Spark / Databricks,CMDA|CS|STAT|MATH|ECON,Junior|Senior,"New York, NY",3.0,2026-09-03,2026-12-09,https://example.com/apply (mock),mock
OP0163,CO035,Dominion Energy,Data Scientist Intern,internship,CP02,Python|SQL|Statistics|Machine Learning,Data Visualization|Spark / Databricks,CMDA|CS|STAT|MATH|ECON,Junior,"Arlington, VA",3.0,2026-09-01,2026-10-02,https://example.com/apply (mock),mock
OP0164,CO036,Kimley-Horn,Civil Engineering Intern,internship,CP17,Structural Analysis|CAD (SolidWorks)|Project Management|Technical Writing,,CEE,Junior,"McLean, VA",,2026-08-16,2026-10-17,https://example.com/apply (mock),mock
OP0165,CO036,Kimley-Horn,Field Engineer Intern,internship,CP17,Structural Analysis|CAD (SolidWorks)|Project Management|Technical Writing,,CEE,Junior|Senior,"Raleigh, NC",3.0,2026-08-31,2026-10-15,https://example.com/apply (mock),mock
OP0166,CO037,Clark Construction,Civil Engineering Intern,internship,CP17,Structural Analysis|CAD (SolidWorks)|Project Management|Technical Writing,,CEE,Junior|Senior,"Charlotte, NC",3.5,2026-08-31,2026-09-29,https://example.com/apply (mock),mock
OP0167,CO037,Clark Construction,Field Engineer Intern,internship,CP17,Structural Analysis|CAD (SolidWorks)|Project Management|Technical Writing,,CEE,Sophomore|Junior,"Richmond, VA",3.5,2026-08-17,2026-10-11,https://example.com/apply (mock),mock
OP0168,CO037,Clark Construction,Supply Chain Analyst Intern,internship,CP13,Supply Chain Analytics|Excel Modeling|SQL|Project Management,Tableau / Power BI,ISE|MGT|BIT,Junior|Senior,"Charlotte, NC",3.2,2026-08-21,2026-10-30,https://example.com/apply (mock),mock
OP0169,CO037,Clark Construction,Operations Leadership Program,internship,CP13,Supply Chain Analytics|Excel Modeling|SQL|Project Management,Tableau / Power BI,ISE|MGT|BIT,Junior,"McLean, VA",,2026-09-09,2026-11-07,https://example.com/apply (mock),mock
OP0170,CO038,Procter & Gamble,Marketing Analyst,full_time,CP14,Digital Marketing|Market Research|Data Visualization|Public Speaking,,MKTG|COMM|MGT,Senior,"Arlington, VA",3.0,2026-09-06,2026-10-13,https://example.com/apply (mock),mock
OP0171,CO038,Procter & Gamble,Supply Chain Analyst Intern,internship,CP13,Supply Chain Analytics|Excel Modeling|SQL|Project Management,Tableau / Power BI,ISE|MGT|BIT,Junior,"Arlington, VA",,2026-09-01,2026-09-30,https://example.com/apply (mock),mock
OP0172,CO038,Procter & Gamble,Manufacturing Engineer I,full_time,CP15,CAD (SolidWorks)|MATLAB|Structural Analysis|Project Management,Technical Writing,ME|ISE,Senior,Remote,3.2,2026-09-11,2026-11-26,https://example.com/apply (mock),mock
OP0173,CO039,Altria,Marketing Analyst,full_time,CP14,Digital Marketing|Market Research|Data Visualization|Public Speaking,,MKTG|COMM|MGT,Senior,"Richmond, VA",3.5,2026-09-05,2026-10-20,https://example.com/apply (mock),mock
OP0174,CO039,Altria,Operations Leadership Program,internship,CP13,Supply Chain Analytics|Excel Modeling|SQL|Project Management,Tableau / Power BI,ISE|MGT|BIT,Freshman|Sophomore,"Richmond, VA",3.0,2026-08-17,2026-10-17,https://example.com/apply (mock),mock
OP0175,CO039,Altria,Audit Intern,internship,CP09,Accounting Fundamentals|Auditing|Excel Modeling|Financial Statement Analysis,Teamwork,ACIS|FIN,Freshman|Sophomore,"Richmond, VA",3.2,2026-08-20,2026-10-03,https://example.com/apply (mock),mock
OP0176,CO040,Hilton,Brand Management Intern,internship,CP14,Digital Marketing|Market Research|Data Visualization|Public Speaking,,MKTG|COMM|MGT,Sophomore|Junior,"McLean, VA",3.2,2026-08-27,2026-10-21,https://example.com/apply (mock),mock
OP0177,CO040,Hilton,Marketing Analyst,full_time,CP14,Digital Marketing|Market Research|Data Visualization|Public Speaking,,MKTG|COMM|MGT,Senior,"McLean, VA",3.0,2026-08-05,2026-10-13,https://example.com/apply (mock),mock
OP0178,CO040,Hilton,Analytics Associate,full_time,CP02,Python|SQL|Statistics|Machine Learning,Data Visualization|Spark / Databricks,CMDA|CS|STAT|MATH|ECON,Senior,"McLean, VA",3.0,2026-08-28,2026-10-17,https://example.com/apply (mock),mock
OP0179,CO040,Hilton,Data Scientist Intern,internship,CP02,Python|SQL|Statistics|Machine Learning,Data Visualization|Spark / Databricks,CMDA|CS|STAT|MATH|ECON,Junior|Senior,"McLean, VA",,2026-08-06,2026-11-26,https://example.com/apply (mock),mock
OP0180,CO040,Hilton,Product Analyst,full_time,CP11,Product Roadmapping|User Research|SQL|Business Strategy,Public Speaking|Leadership,CS|BIT|MGT|ID,Senior,Remote,3.2,2026-08-07,2026-10-16,https://example.com/apply (mock),mock
OP0181,CO040,Hilton,Associate Product Manager Intern,internship,CP11,Product Roadmapping|User Research|SQL|Business Strategy,Public Speaking|Leadership,CS|BIT|MGT|ID,Sophomore|Junior,"McLean, VA",3.0,2026-08-24,2026-11-26,https://example.com/apply (mock),mock
OP0182,CO041,Carilion Clinic,Research Assistant,internship,CP18,Lab Research Methods|MATLAB|Statistics|Technical Writing,Python,BME|BIO,Junior|Senior,"Arlington, VA",3.5,2026-08-12,2026-10-06,https://example.com/apply (mock),mock
OP0183,CO041,Carilion Clinic,Data Analyst Intern,internship,CP02,Python|SQL|Statistics|Machine Learning,Data Visualization|Spark / Databricks,CMDA|CS|STAT|MATH|ECON,Freshman|Sophomore,"New York, NY",3.5,2026-08-02,2026-12-02,https://example.com/apply (mock),mock
OP0184,CO041,Carilion Clinic,Data Scientist Intern,internship,CP02,Python|SQL|Statistics|Machine Learning,Data Visualization|Spark / Databricks,CMDA|CS|STAT|MATH|ECON,Junior,"Richmond, VA",3.0,2026-09-17,2026-10-17,https://example.com/apply (mock),mock
OP0185,CO042,Fralin Biomedical Research Institute,Research Assistant,internship,CP18,Lab Research Methods|MATLAB|Statistics|Technical Writing,Python,BME|BIO,Sophomore|Junior,"Richmond, VA",3.2,2026-08-21,2026-11-17,https://example.com/apply (mock),mock
OP0186,CO043,MITRE,Cybersecurity Analyst Intern,internship,CP10,Network Security|Penetration Testing|Linux|Python,Cloud (AWS/Azure/GCP),CS|CPE|BIT,Freshman|Sophomore,"Arlington, VA",3.2,2026-08-20,2026-10-14,https://example.com/apply (mock),mock
OP0187,CO043,MITRE,Security Engineer I,full_time,CP10,Network Security|Penetration Testing|Linux|Python,Cloud (AWS/Azure/GCP),CS|CPE|BIT,Senior,"New York, NY",3.0,2026-08-07,2026-10-17,https://example.com/apply (mock),mock
OP0188,CO043,MITRE,ML Engineer Intern,internship,CP03,Python|Machine Learning|Deep Learning|LLMs & AI Agents,Cloud (AWS/Azure/GCP)|System Design,CS|CPE|CMDA,Freshman|Sophomore,"Richmond, VA",,2026-08-10,2026-12-08,https://example.com/apply (mock),mock
OP0189,CO043,MITRE,Policy Analyst Intern,internship,CP19,Policy Analysis|Technical Writing|Statistics|Public Speaking,,PSCI|ECON|COMM,Junior,"Charlotte, NC",3.2,2026-08-18,2026-11-04,https://example.com/apply (mock),mock
OP0190,CO043,MITRE,Government Analyst,full_time,CP19,Policy Analysis|Technical Writing|Statistics|Public Speaking,,PSCI|ECON|COMM,Senior,"Charlotte, NC",3.5,2026-08-22,2026-10-19,https://example.com/apply (mock),mock
OP0191,CO043,MITRE,Analytics Associate,full_time,CP02,Python|SQL|Statistics|Machine Learning,Data Visualization|Spark / Databricks,CMDA|CS|STAT|MATH|ECON,Senior,"McLean, VA",3.0,2026-08-14,2026-12-14,https://example.com/apply (mock),mock
OP0192,CO044,U.S. Government Accountability Office,Policy Analyst Intern,internship,CP19,Policy Analysis|Technical Writing|Statistics|Public Speaking,,PSCI|ECON|COMM,Junior|Senior,Remote,3.2,2026-09-02,2026-11-11,https://example.com/apply (mock),mock
OP0193,CO044,U.S. Government Accountability Office,Audit Intern,internship,CP09,Accounting Fundamentals|Auditing|Excel Modeling|Financial Statement Analysis,Teamwork,ACIS|FIN,Sophomore|Junior,"Arlington, VA",3.0,2026-08-09,2026-10-16,https://example.com/apply (mock),mock
OP0194,,Fralin Biomedical Research Institute,Undergraduate Researcher: Cancer Biology Lab,research,CP18,Lab Research Methods|MATLAB|Statistics,Technical Writing|Python,BME|BIO,Sophomore|Junior|Senior,"Blacksburg, VA",3.0,2026-09-19,2026-10-04,https://example.com/apply (mock),mock
OP0195,,Department of Computer Science,Undergraduate Researcher: NLP & LLM Agents Lab,research,CP03,Python|Machine Learning|Deep Learning,LLMs & AI Agents|Cloud (AWS/Azure/GCP)|System Design,CS|CPE|CMDA,Sophomore|Junior|Senior,"Blacksburg, VA",3.0,2026-08-28,2026-10-02,https://example.com/apply (mock),mock
OP0196,,Department of Computer Science,Undergraduate Researcher: Systems Security Lab,research,CP10,Network Security|Penetration Testing|Linux,Python|Cloud (AWS/Azure/GCP),CS|CPE|BIT,Sophomore|Junior|Senior,"Blacksburg, VA",3.0,2026-09-11,2026-11-18,https://example.com/apply (mock),mock
OP0197,,Department of Computer Science,Undergraduate Researcher: Human-Computer Interaction Lab,research,CP01,Data Structures & Algorithms|Python|Java,Git|System Design|Cloud (AWS/Azure/GCP)|Behavioral Interviewing,CS|CPE|CMDA|MATH,Sophomore|Junior|Senior,"Blacksburg, VA",3.0,2026-08-25,2026-10-15,https://example.com/apply (mock),mock
OP0198,,Department of Statistics,Undergraduate Researcher: Sports Analytics Lab,research,CP02,Python|SQL|Statistics,Machine Learning|Data Visualization|Spark / Databricks,CMDA|CS|STAT|MATH|ECON,Sophomore|Junior|Senior,"Blacksburg, VA",,2026-08-27,2026-10-22,https://example.com/apply (mock),mock
OP0199,,Pamplin College of Business,Undergraduate Researcher: Financial Markets Research Group,research,CP05,Financial Statement Analysis|Excel Modeling|Statistics,Python|Networking|Public Speaking,FIN|ECON|MATH,Sophomore|Junior|Senior,"Blacksburg, VA",,2026-09-18,2026-10-22,https://example.com/apply (mock),mock
OP0200,,Department of Mechanical Engineering,Undergraduate Researcher: Robotics & Mechatronics Lab,research,CP15,CAD (SolidWorks)|MATLAB|Structural Analysis,Project Management|Technical Writing,ME|ISE,Sophomore|Junior|Senior,"Blacksburg, VA",3.0,2026-09-01,2026-10-29,https://example.com/apply (mock),mock
OP0201,,Department of Biomedical Engineering,Undergraduate Researcher: Tissue Engineering Lab,research,CP18,Lab Research Methods|MATLAB|Statistics,Technical Writing|Python,BME|BIO,Sophomore|Junior|Senior,"Blacksburg, VA",,2026-09-18,2026-10-20,https://example.com/apply (mock),mock
